month,mother_race,mother_education,birth_order,birth_count
2020-09,MALAYS,PSLE,6th,3
2020-09,MALAYS,PSLE,7th,1
2020-09,MALAYS,UNIVERSITY DEGREE,1st,81
2020-09,MALAYS,UNIVERSITY DEGREE,2nd,36
2020-09,MALAYS,UNIVERSITY DEGREE,3rd,18
2020-09,MALAYS,UNIVERSITY DEGREE,4th,7
2020-09,MALAYS,UNIVERSITY DEGREE,5th,3
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",1st,131
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,85
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,49
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",4th,25
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",5th,10
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-10,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,52
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,66
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,17
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2020-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,4
2020-10,MALAYS,NO QUALIFICATION,2nd,2
2020-10,MALAYS,NO QUALIFICATION,3rd,2
2020-10,MALAYS,NO QUALIFICATION,4th,1
2020-10,MALAYS,NO QUALIFICATION,6th,1
2020-10,MALAYS,PSLE,1st,24
2020-10,MALAYS,PSLE,2nd,7
2020-10,MALAYS,PSLE,3rd,6
2020-10,MALAYS,PSLE,4th,14
2020-10,MALAYS,PSLE,5th,3
2020-10,MALAYS,PSLE,6th,2
2020-10,MALAYS,UNIVERSITY DEGREE,1st,64
2020-10,MALAYS,UNIVERSITY DEGREE,2nd,36
2020-10,MALAYS,UNIVERSITY DEGREE,3rd,21
2020-10,MALAYS,UNIVERSITY DEGREE,4th,7
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",1st,118
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,92
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,41
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",4th,17
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-11,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,58
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,58
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,44
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,16
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2020-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-11,MALAYS,NO QUALIFICATION,2nd,2
2020-11,MALAYS,NO QUALIFICATION,3rd,2
2020-11,MALAYS,NO QUALIFICATION,4th,1
2020-11,MALAYS,PSLE,1st,19
2020-11,MALAYS,PSLE,2nd,9
2020-11,MALAYS,PSLE,3rd,2
2020-11,MALAYS,PSLE,4th,6
2020-11,MALAYS,PSLE,5th,4
2020-11,MALAYS,PSLE,7th,1
2020-11,MALAYS,PSLE,8th,1
2020-11,MALAYS,UNIVERSITY DEGREE,1st,57
2020-11,MALAYS,UNIVERSITY DEGREE,2nd,47
2020-11,MALAYS,UNIVERSITY DEGREE,3rd,26
2020-11,MALAYS,UNIVERSITY DEGREE,4th,7
2020-11,MALAYS,UNIVERSITY DEGREE,5th,3
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",1st,111
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,106
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,54
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",4th,19
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",5th,8
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",6th,4
2020-12,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,55
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,50
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,32
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,22
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,11
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-12,MALAYS,NO QUALIFICATION,2nd,1
2020-12,MALAYS,NO QUALIFICATION,3rd,1
2020-12,MALAYS,PSLE,1st,17
2020-12,MALAYS,PSLE,2nd,5
2020-12,MALAYS,PSLE,3rd,6
2020-12,MALAYS,PSLE,4th,4
2020-12,MALAYS,PSLE,5th,5
2020-12,MALAYS,PSLE,6th,1
2020-12,MALAYS,PSLE,7th,2
2020-12,MALAYS,PSLE,9th & over,1
2020-12,MALAYS,UNIVERSITY DEGREE,1st,52
2020-12,MALAYS,UNIVERSITY DEGREE,2nd,47
2020-12,MALAYS,UNIVERSITY DEGREE,3rd,20
2020-12,MALAYS,UNIVERSITY DEGREE,4th,7
2020-12,MALAYS,UNIVERSITY DEGREE,5th,1
2020-12,MALAYS,UNIVERSITY DEGREE,6th,1
2018-01,OTHERS,"""A"" LEVEL/DIPLOMA",1st,33
2018-01,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,30
2018-01,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,10
2018-01,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2018-01,OTHERS,"""A"" LEVEL/DIPLOMA",6th,1
2018-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,5
2018-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2018-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2018-01,OTHERS,NO QUALIFICATION,1st,10
2018-01,OTHERS,NO QUALIFICATION,2nd,9
2018-01,OTHERS,NO QUALIFICATION,3rd,1
2018-01,OTHERS,PSLE,1st,18
2018-01,OTHERS,PSLE,2nd,10
2018-01,OTHERS,PSLE,3rd,5
2018-01,OTHERS,PSLE,4th,2
2018-01,OTHERS,PSLE,5th,2
2018-01,OTHERS,UNIVERSITY DEGREE,1st,149
2018-01,OTHERS,UNIVERSITY DEGREE,2nd,109
2018-01,OTHERS,UNIVERSITY DEGREE,3rd,23
2018-01,OTHERS,UNIVERSITY DEGREE,4th,4
2018-01,OTHERS,UNIVERSITY DEGREE,6th,1
2018-02,OTHERS,"""A"" LEVEL/DIPLOMA",1st,32
2018-02,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,24
2018-02,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,1
2018-02,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2018-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,2
2018-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,4
2018-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2018-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,2
2018-02,OTHERS,NO QUALIFICATION,1st,7
2018-02,OTHERS,NO QUALIFICATION,2nd,3
2018-02,OTHERS,NO QUALIFICATION,3rd,2
2018-02,OTHERS,NO QUALIFICATION,4th,1
2018-02,OTHERS,PSLE,1st,17
2018-02,OTHERS,PSLE,2nd,7
2018-02,OTHERS,PSLE,3rd,4
2018-02,OTHERS,PSLE,4th,1
2018-02,OTHERS,PSLE,5th,1
2018-02,OTHERS,UNIVERSITY DEGREE,1st,130
2018-02,OTHERS,UNIVERSITY DEGREE,2nd,83
2018-02,OTHERS,UNIVERSITY DEGREE,3rd,39
2018-02,OTHERS,UNIVERSITY DEGREE,4th,4
2018-02,OTHERS,UNIVERSITY DEGREE,5th,1
2018-03,OTHERS,"""A"" LEVEL/DIPLOMA",1st,38
2018-03,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,20
2018-03,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,8
2018-03,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2018-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,6
2018-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,2
2018-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2018-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2018-03,OTHERS,NO QUALIFICATION,1st,9
2018-03,OTHERS,NO QUALIFICATION,2nd,11
2018-03,OTHERS,NO QUALIFICATION,3rd,3
2018-03,OTHERS,PSLE,1st,13
2018-03,OTHERS,PSLE,2nd,6
2018-03,OTHERS,PSLE,3rd,5
2018-03,OTHERS,PSLE,4th,2
2018-03,OTHERS,UNIVERSITY DEGREE,1st,143
2018-03,OTHERS,UNIVERSITY DEGREE,2nd,106
2018-03,OTHERS,UNIVERSITY DEGREE,3rd,27
2018-03,OTHERS,UNIVERSITY DEGREE,4th,4
2018-03,OTHERS,UNIVERSITY DEGREE,5th,2
2018-04,OTHERS,"""A"" LEVEL/DIPLOMA",1st,29
2018-04,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,19
2018-04,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,11
2018-04,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2018-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,3
2018-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,2
2018-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2018-04,OTHERS,NO QUALIFICATION,1st,6
2018-04,OTHERS,NO QUALIFICATION,2nd,8
2018-04,OTHERS,NO QUALIFICATION,3rd,6
2018-04,OTHERS,NO QUALIFICATION,4th,1
2018-04,OTHERS,PSLE,1st,15
2018-04,OTHERS,PSLE,2nd,12
2018-04,OTHERS,PSLE,3rd,2
2018-04,OTHERS,PSLE,5th,1
2018-04,OTHERS,UNIVERSITY DEGREE,1st,117
2018-04,OTHERS,UNIVERSITY DEGREE,2nd,83
2018-04,OTHERS,UNIVERSITY DEGREE,3rd,30
2018-04,OTHERS,UNIVERSITY DEGREE,4th,4
2018-05,OTHERS,"""A"" LEVEL/DIPLOMA",1st,28
2018-05,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,22
2018-05,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,10
2018-05,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2018-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,7
2018-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,2
2018-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2018-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2018-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",6th,1
2018-05,OTHERS,NO QUALIFICATION,1st,9
2018-05,OTHERS,NO QUALIFICATION,2nd,13
2018-05,OTHERS,NO QUALIFICATION,3rd,2
2018-05,OTHERS,PSLE,1st,17
2018-05,OTHERS,PSLE,2nd,15
2018-05,OTHERS,PSLE,3rd,8
2018-05,OTHERS,PSLE,4th,2
2018-05,OTHERS,UNIVERSITY DEGREE,1st,146
2018-05,OTHERS,UNIVERSITY DEGREE,2nd,99
2018-05,OTHERS,UNIVERSITY DEGREE,3rd,25
2018-05,OTHERS,UNIVERSITY DEGREE,4th,6
2018-05,OTHERS,UNIVERSITY DEGREE,5th,1
2018-06,OTHERS,"""A"" LEVEL/DIPLOMA",1st,25
2018-06,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,31
2018-06,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,11
2018-06,OTHERS,"""A"" LEVEL/DIPLOMA",4th,8
2018-06,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2018-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,6
2018-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,4
2018-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,4
2018-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2018-06,OTHERS,NO QUALIFICATION,1st,8
2018-06,OTHERS,NO QUALIFICATION,2nd,14
2018-06,OTHERS,NO QUALIFICATION,3rd,2
2018-06,OTHERS,PSLE,1st,8
2018-06,OTHERS,PSLE,2nd,7
2018-06,OTHERS,PSLE,3rd,4
2018-06,OTHERS,UNIVERSITY DEGREE,1st,134
2018-06,OTHERS,UNIVERSITY DEGREE,2nd,119
2018-06,OTHERS,UNIVERSITY DEGREE,3rd,30
2018-06,OTHERS,UNIVERSITY DEGREE,4th,5
2018-07,OTHERS,"""A"" LEVEL/DIPLOMA",1st,30
2018-07,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,21
2018-07,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,7
2018-07,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2018-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,3
2018-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,5
2018-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2018-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2018-07,OTHERS,NO QUALIFICATION,1st,10
2018-07,OTHERS,NO QUALIFICATION,2nd,11
2018-07,OTHERS,NO QUALIFICATION,3rd,4
2018-07,OTHERS,NO QUALIFICATION,6th,1
2018-07,OTHERS,PSLE,1st,8
2018-07,OTHERS,PSLE,2nd,8
2018-07,OTHERS,PSLE,3rd,11
2018-07,OTHERS,PSLE,4th,3
2018-07,OTHERS,UNIVERSITY DEGREE,1st,124
2018-07,OTHERS,UNIVERSITY DEGREE,2nd,89
2018-07,OTHERS,UNIVERSITY DEGREE,3rd,23
2018-07,OTHERS,UNIVERSITY DEGREE,4th,6
2018-07,OTHERS,UNIVERSITY DEGREE,5th,2
2018-07,OTHERS,UNIVERSITY DEGREE,9th & over,2
2018-08,OTHERS,"""A"" LEVEL/DIPLOMA",1st,35
2018-08,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,18
2018-08,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,16
2018-08,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2018-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,4
2018-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,7
2018-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2018-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2018-08,OTHERS,NO QUALIFICATION,1st,9
2018-08,OTHERS,NO QUALIFICATION,2nd,8
2018-08,OTHERS,NO QUALIFICATION,3rd,2
2018-08,OTHERS,NO QUALIFICATION,4th,3
2018-08,OTHERS,NO QUALIFICATION,5th,1
2018-08,OTHERS,PSLE,1st,9
2018-08,OTHERS,PSLE,2nd,14
2018-08,OTHERS,PSLE,3rd,7
2018-08,OTHERS,PSLE,5th,1
2018-08,OTHERS,PSLE,7th,1
2018-08,OTHERS,UNIVERSITY DEGREE,1st,113
2018-08,OTHERS,UNIVERSITY DEGREE,2nd,97
2018-08,OTHERS,UNIVERSITY DEGREE,3rd,28
2018-08,OTHERS,UNIVERSITY DEGREE,4th,7
2018-09,OTHERS,"""A"" LEVEL/DIPLOMA",1st,23
2018-09,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,24
2018-09,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2018-09,OTHERS,"""A"" LEVEL/DIPLOMA",5th,2
2018-09,OTHERS,"""A"" LEVEL/DIPLOMA",7th,1
2018-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,5
2018-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2018-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2018-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2018-09,OTHERS,NO QUALIFICATION,1st,7
2018-09,OTHERS,NO QUALIFICATION,2nd,9
2018-09,OTHERS,NO QUALIFICATION,3rd,3
2018-09,OTHERS,NO QUALIFICATION,4th,1
2018-09,OTHERS,PSLE,1st,11
2018-09,OTHERS,PSLE,2nd,12
2018-09,OTHERS,PSLE,3rd,1
2018-09,OTHERS,PSLE,4th,1
2018-09,OTHERS,UNIVERSITY DEGREE,1st,161
2018-09,OTHERS,UNIVERSITY DEGREE,2nd,135
2018-09,OTHERS,UNIVERSITY DEGREE,3rd,38
2018-09,OTHERS,UNIVERSITY DEGREE,4th,5
2018-09,OTHERS,UNIVERSITY DEGREE,5th,1
2018-09,OTHERS,UNIVERSITY DEGREE,6th,1
2018-10,OTHERS,"""A"" LEVEL/DIPLOMA",1st,26
2018-10,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,24
2018-10,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,13
2018-10,OTHERS,"""A"" LEVEL/DIPLOMA",4th,6
2018-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,7
2018-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2018-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2018-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",6th,1
2018-10,OTHERS,NO QUALIFICATION,1st,8
2018-10,OTHERS,NO QUALIFICATION,2nd,9
2018-10,OTHERS,NO QUALIFICATION,3rd,3
2018-10,OTHERS,PSLE,1st,15
2018-10,OTHERS,PSLE,2nd,13
2018-10,OTHERS,PSLE,3rd,2
2018-10,OTHERS,PSLE,4th,1
2018-10,OTHERS,UNIVERSITY DEGREE,1st,133
2018-10,OTHERS,UNIVERSITY DEGREE,2nd,100
2018-10,OTHERS,UNIVERSITY DEGREE,3rd,34
2018-10,OTHERS,UNIVERSITY DEGREE,4th,5
2018-11,OTHERS,"""A"" LEVEL/DIPLOMA",1st,29
2018-11,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,16
2018-11,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,8
2018-11,OTHERS,"""A"" LEVEL/DIPLOMA",4th,5
2018-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,7
2018-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2018-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2018-11,OTHERS,NO QUALIFICATION,1st,9
2018-11,OTHERS,NO QUALIFICATION,2nd,11
2018-11,OTHERS,NO QUALIFICATION,3rd,5
2018-11,OTHERS,NO QUALIFICATION,4th,2
2018-11,OTHERS,NO QUALIFICATION,5th,1
2018-11,OTHERS,PSLE,1st,9
2018-11,OTHERS,PSLE,2nd,14
2018-11,OTHERS,PSLE,3rd,4
2018-11,OTHERS,UNIVERSITY DEGREE,1st,137
2018-11,OTHERS,UNIVERSITY DEGREE,2nd,91
2018-11,OTHERS,UNIVERSITY DEGREE,3rd,28
2018-11,OTHERS,UNIVERSITY DEGREE,4th,10
2018-11,OTHERS,UNIVERSITY DEGREE,5th,1
2018-12,OTHERS,"""A"" LEVEL/DIPLOMA",1st,17
2018-12,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,26
2018-12,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,11
2018-12,OTHERS,"""A"" LEVEL/DIPLOMA",4th,5
2018-12,OTHERS,"""A"" LEVEL/DIPLOMA",5th,2
2018-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,6
2018-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,5
2018-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2018-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,2
2018-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2018-12,OTHERS,NO QUALIFICATION,1st,7
2018-12,OTHERS,NO QUALIFICATION,2nd,13
2018-12,OTHERS,NO QUALIFICATION,3rd,5
2018-12,OTHERS,PSLE,1st,12
2018-12,OTHERS,PSLE,2nd,10
2018-12,OTHERS,PSLE,3rd,4
2018-12,OTHERS,UNIVERSITY DEGREE,1st,137
2018-12,OTHERS,UNIVERSITY DEGREE,2nd,113
2018-12,OTHERS,UNIVERSITY DEGREE,3rd,40
2018-12,OTHERS,UNIVERSITY DEGREE,4th,8
2018-12,OTHERS,UNIVERSITY DEGREE,6th,1
2018-12,OTHERS,UNKNOWN,3rd,1
2019-01,OTHERS,"""A"" LEVEL/DIPLOMA",1st,26
2019-01,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,25
2019-01,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,7
2019-01,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2019-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,8
2019-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,4
2019-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2019-01,OTHERS,NO QUALIFICATION,1st,7
2019-01,OTHERS,NO QUALIFICATION,2nd,6
2019-01,OTHERS,NO QUALIFICATION,3rd,7
2019-01,OTHERS,PSLE,1st,11
2019-01,OTHERS,PSLE,2nd,8
2019-01,OTHERS,PSLE,3rd,8
2019-01,OTHERS,PSLE,4th,1
2019-01,OTHERS,PSLE,5th,1
2019-01,OTHERS,UNIVERSITY DEGREE,1st,143
2019-01,OTHERS,UNIVERSITY DEGREE,2nd,82
2019-01,OTHERS,UNIVERSITY DEGREE,3rd,27
2019-01,OTHERS,UNIVERSITY DEGREE,4th,3
2019-01,OTHERS,UNIVERSITY DEGREE,6th,1
2019-02,OTHERS,"""A"" LEVEL/DIPLOMA",1st,24
2019-02,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,15
2019-02,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,4
2019-02,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2019-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,5
2019-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,4
2019-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2019-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2019-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2019-02,OTHERS,NO QUALIFICATION,1st,5
2019-02,OTHERS,NO QUALIFICATION,2nd,9
2019-02,OTHERS,NO QUALIFICATION,3rd,2
2019-02,OTHERS,PSLE,1st,7
2019-02,OTHERS,PSLE,2nd,10
2019-02,OTHERS,PSLE,3rd,3
2019-02,OTHERS,PSLE,4th,3
2019-02,OTHERS,UNIVERSITY DEGREE,1st,126
2019-02,OTHERS,UNIVERSITY DEGREE,2nd,94
2019-02,OTHERS,UNIVERSITY DEGREE,3rd,26
2019-02,OTHERS,UNIVERSITY DEGREE,4th,7
2019-02,OTHERS,UNIVERSITY DEGREE,5th,2
2019-02,OTHERS,UNIVERSITY DEGREE,6th,1
2019-03,OTHERS,"""A"" LEVEL/DIPLOMA",1st,31
2019-03,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,15
2019-03,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,16
2019-03,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2019-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,6
2019-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2019-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2019-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2019-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,2
2019-03,OTHERS,NO QUALIFICATION,1st,7
2019-03,OTHERS,NO QUALIFICATION,2nd,7
2019-03,OTHERS,NO QUALIFICATION,3rd,1
2019-03,OTHERS,NO QUALIFICATION,4th,2
2019-03,OTHERS,NO QUALIFICATION,6th,1
2019-03,OTHERS,PSLE,1st,8
2019-03,OTHERS,PSLE,2nd,9
2019-03,OTHERS,PSLE,3rd,3
2019-03,OTHERS,PSLE,4th,1
2019-03,OTHERS,PSLE,7th,1
2019-03,OTHERS,UNIVERSITY DEGREE,1st,140
2019-03,OTHERS,UNIVERSITY DEGREE,2nd,95
2019-03,OTHERS,UNIVERSITY DEGREE,3rd,30
2019-03,OTHERS,UNIVERSITY DEGREE,4th,4
2019-03,OTHERS,UNIVERSITY DEGREE,8th,1
2019-04,OTHERS,"""A"" LEVEL/DIPLOMA",1st,28
2019-04,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,24
2019-04,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,11
2019-04,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2019-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,3
2019-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,4
2019-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2019-04,OTHERS,NO QUALIFICATION,1st,7
2019-04,OTHERS,NO QUALIFICATION,2nd,14
2019-04,OTHERS,NO QUALIFICATION,3rd,2
2019-04,OTHERS,NO QUALIFICATION,4th,1
2019-04,OTHERS,PSLE,1st,10
2019-04,OTHERS,PSLE,2nd,10
2019-04,OTHERS,PSLE,3rd,2
2019-04,OTHERS,PSLE,5th,1
2019-04,OTHERS,UNIVERSITY DEGREE,1st,129
2019-04,OTHERS,UNIVERSITY DEGREE,2nd,83
2019-04,OTHERS,UNIVERSITY DEGREE,3rd,28
2019-04,OTHERS,UNIVERSITY DEGREE,4th,6
2019-04,OTHERS,UNIVERSITY DEGREE,7th,1
2019-05,OTHERS,"""A"" LEVEL/DIPLOMA",1st,18
2019-05,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,25
2019-05,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,9
2019-05,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2019-05,OTHERS,"""A"" LEVEL/DIPLOMA",6th,1
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,4
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,2
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,1
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2019-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",6th,1
2019-05,OTHERS,NO QUALIFICATION,1st,9
2019-05,OTHERS,NO QUALIFICATION,2nd,8
2019-05,OTHERS,NO QUALIFICATION,4th,3
2019-05,OTHERS,PSLE,1st,12
2019-05,OTHERS,PSLE,2nd,7
2019-05,OTHERS,PSLE,3rd,4
2019-05,OTHERS,PSLE,4th,1
2019-05,OTHERS,PSLE,5th,1
2019-05,OTHERS,PSLE,6th,1
2019-05,OTHERS,UNIVERSITY DEGREE,1st,155
2019-05,OTHERS,UNIVERSITY DEGREE,2nd,89
2019-05,OTHERS,UNIVERSITY DEGREE,3rd,35
